bq_idx,hit,mrr,ndcg,recall_tier2,top1_score,lambda0_any
0,0.6666666666666666,0.6666666666666666,0.33250292520598407,0.1111111111111111,0.7754035695041172,False
1,0.6666666666666666,0.196969696969697,0.24529371524703403,0.27777777777777773,0.8280122004079536,False
2,0.3333333333333333,0.3333333333333333,0.18711885081431043,0.1111111111111111,0.8335228155590095,False
3,1.0,0.8333333333333334,0.4666930117766099,0.16666666666666666,0.824514933745919,False
4,1.0,1.0,0.43122038713502525,0.0,0.8546686133149898,False
5,1.0,1.0,0.36077951508363765,0.024691358024691357,0.8331014503630962,False
6,1.0,0.7037037037037037,0.25177832745011575,0.0,0.8162943629553322,False
7,1.0,0.15132275132275133,0.11174130334243304,0.0,0.8199907029895236,False
8,1.0,1.0,0.6177540102770279,0.25,0.8633198187561084,False
9,0.6666666666666666,0.4444444444444444,0.28592190060847167,0.08333333333333333,0.8578106636785723,False
10,1.0,0.7777777777777777,0.5708437395920996,0.25,0.8430067565490695,False
11,1.0,0.8333333333333334,0.4442120625388229,0.0,0.8742954734528675,False
12,1.0,0.75,0.3083933259585037,0.0,0.8437422113440403,False
13,1.0,0.7222222222222223,0.348027133494688,0.08333333333333333,0.8498628579268322,False
14,1.0,1.0,0.38062652754129855,0.0,0.8299122723435336,False
15,0.6666666666666666,0.3888888888888889,0.22638533883263112,0.08333333333333333,0.7799273010475997,False
16,1.0,0.23611111111111108,0.4153804782863739,0.0,0.854772606134046,False
17,0.3333333333333333,0.06666666666666667,0.042329371176575654,0.0,0.8732942658082221,False
18,1.0,0.5833333333333334,0.4425733863150902,0.01932367149758454,0.8993439628704362,False
19,0.3333333333333333,0.1111111111111111,0.23320040128677755,0.01932367149758454,0.8634173952409038,False
20,1.0,1.0,0.4026406475860882,0.00966183574879227,0.8201596273317167,False
21,1.0,1.0,0.3455185692371268,0.0024154589371980675,0.878489976081653,False
22,1.0,1.0,0.4422536040323409,0.03787878787878788,0.8378770476998666,False
23,0.6666666666666666,0.5,0.20905548861347564,0.015151515151515152,0.822116579340945,False
24,0.6666666666666666,0.6666666666666666,0.28294175756538126,0.022727272727272724,0.8508364141176745,False
25,0.6666666666666666,0.4444444444444444,0.1805990823103354,0.007575757575757576,0.8175316821746481,False
26,1.0,0.8333333333333334,0.5512287051902091,0.10606060606060606,0.8522316040859755,False
27,1.0,1.0,0.4683571366472348,0.0909090909090909,0.8804313819148727,False
28,1.0,0.7777777777777778,0.3756451494517748,0.0909090909090909,0.8491279271858237,False
29,1.0,0.48333333333333334,0.31545676053353633,0.04545454545454545,0.8513208212979985,False
30,1.0,0.611111111111111,0.30051253113038556,0.06060606060606061,0.8474793141975544,False
31,1.0,0.5555555555555555,0.21883967434111004,0.0,0.8852746130974131,False
32,0.0,0.0,0.47327974076152796,0.17592592592592593,0.8411496812666673,False
33,1.0,1.0,0.6942738219972254,0.13888888888888887,0.8188832927302424,False
34,0.6666666666666666,0.6666666666666666,0.3653027347252426,0.06481481481481481,0.8439798206109238,False
35,1.0,0.3636363636363636,0.45410201222628316,0.1111111111111111,0.8557447275328562,False
36,1.0,0.8333333333333334,0.5416519033966258,0.10185185185185185,0.8756498696357591,False
37,1.0,1.0,0.6695630713894639,0.16666666666666666,0.8477786196941427,False
38,1.0,0.5555555555555556,0.423119668827393,0.0,0.8117213504564272,False
39,1.0,0.47222222222222215,0.31926694168196573,0.125,0.8344715060856931,False
40,1.0,0.7333333333333334,0.3742923283922395,0.125,0.8773664575070169,False
41,1.0,1.0,0.38062652754129855,0.0,0.8809683864379699,False
42,1.0,0.8333333333333334,0.4829500652078977,0.20833333333333334,0.8068216442737405,False
43,1.0,1.0,0.4608938795979948,0.125,0.8662588649569319,False
44,0.6666666666666666,0.6666666666666666,0.485450293624466,0.04313725490196078,0.7935620434244642,False
45,1.0,0.8333333333333334,0.9404068717489326,0.1215686274509804,0.8485131587434123,False
46,1.0,0.611111111111111,0.5464681124776826,0.04313725490196078,0.7963707493830078,False
47,1.0,1.0,0.32825951151166505,0.0,0.7929936841209811,False
48,1.0,1.0,0.39013258625522745,0.00784313725490196,0.8604202261523204,False
49,1.0,0.611111111111111,0.23316598665767982,0.0,0.8267222483231421,False
50,0.6666666666666666,0.27777777777777773,0.1395608626008438,0.030303030303030304,0.8121618235767182,False
51,1.0,0.8333333333333334,0.31143818467174017,0.030303030303030304,0.8284484008302068,False
52,1.0,0.4226190476190476,0.1804112316783303,0.0,0.7978283296123522,False
53,1.0,0.611111111111111,0.25042504438314167,0.030303030303030304,0.8827858386762605,False
54,1.0,1.0,1.0,0.0,0.8441848722933836,False
55,0.6666666666666666,0.6666666666666666,0.25256805862107473,0.004329004329004329,0.8144460929440646,False
56,1.0,1.0,0.9155851759036419,0.06277056277056277,0.8510892897446715,False
57,1.0,0.611111111111111,0.7408884321556487,0.049783549783549784,0.8125055098088977,False
58,1.0,1.0,0.6779330679708057,0.03896103896103896,0.8256610605640464,False
59,1.0,0.3611111111111111,0.6420630576277929,0.03896103896103897,0.8545416718159947,False
60,1.0,0.2833333333333333,0.2204122621871507,0.07407407407407407,0.8772590959708895,False
61,1.0,0.4305555555555556,0.265075423327714,0.1111111111111111,0.8542444799196396,False
62,0.6666666666666666,0.5,0.19613508868039178,0.0,0.8416979712839997,False
63,1.0,0.7333333333333334,0.28704215248316495,0.0,0.8384681915068443,False
64,1.0,0.30808080808080807,0.16955083827770134,0.0,0.8623024806373984,False
65,1.0,0.39999999999999997,0.42599912451119826,0.13333333333333333,0.8496802005390226,False
66,1.0,1.0,0.4091538896526193,0.06666666666666667,0.8233930980844298,False
67,1.0,0.7777777777777778,0.4559015222105929,0.15,0.8388903050388365,False
68,0.6666666666666666,0.4166666666666667,0.24800143854503073,0.06666666666666667,0.8181748184500917,False
69,1.0,1.0,0.38840032951229414,0.05000000000000001,0.8274937694944118,False
70,1.0,1.0,0.32825951151166505,0.0,0.8371740942015057,False
71,1.0,0.8333333333333334,0.31523086453559607,0.030303030303030304,0.8155373587851965,False
72,1.0,0.4444444444444444,0.19278238038897208,0.0,0.8070310248540471,False
73,1.0,1.0,0.37208379735880664,0.06060606060606061,0.826203820751401,False
74,1.0,0.5,0.20710869270554186,0.0,0.9010089593984532,False
75,1.0,1.0,0.6387878864795979,0.0,0.8381842544256108,False
76,1.0,0.8333333333333334,0.5981254916203297,0.16666666666666666,0.8332725146528716,False
77,1.0,0.8333333333333334,0.5602020189200669,0.0,0.8185400322089921,False
78,0.6666666666666666,0.5,0.5436432511904858,0.0,0.8461964177686422,False
79,1.0,1.0,0.5913703874787463,0.25,0.8090699142087695,False
80,1.0,0.48148148148148145,0.3040899316989137,0.0,0.8316008214204252,False
81,1.0,0.12037037037037036,0.18433703251267083,0.06666666666666667,0.8415418341084197,False
82,0.6666666666666666,0.06734006734006734,0.07824525222938163,0.016666666666666666,0.7970134593323189,False
83,0.6666666666666666,0.12222222222222223,0.21619335925986982,0.11666666666666665,0.8734374625006169,False
84,0.6666666666666666,0.5,0.1979441342785729,0.016666666666666666,0.8312265413763399,False
85,1.0,0.8333333333333334,0.3634032084801307,0.06666666666666667,0.82607386682897,False
86,0.6666666666666666,0.6666666666666666,0.24000435992939786,0.014492753623188406,0.7819697336649462,False
87,0.3333333333333333,0.027777777777777776,0.07656063310223309,0.043478260869565216,0.852263891864753,False
88,1.0,0.8333333333333334,0.36321535784812564,0.043478260869565216,0.8111203666829523,False
89,1.0,0.2638888888888889,0.17257613203897726,0.028985507246376812,0.8697286862244139,False
90,0.6666666666666666,0.09523809523809523,0.28421543865029036,0.10144927536231885,0.8307822205061726,False
91,1.0,1.0,0.5104661604776571,0.14814814814814814,0.8901294432751742,False
92,1.0,0.5416666666666666,0.42244372002153435,0.1851851851851852,0.8611586013671314,False
93,0.6666666666666666,0.25,0.339606037241798,0.2222222222222222,0.8547843602033467,False
94,1.0,1.0,0.49778041110282945,0.12962962962962962,0.8484649585551161,False
95,0.3333333333333333,0.041666666666666664,0.2766300791304525,0.24074074074074073,0.8610034400877943,False
96,1.0,0.45555555555555555,0.1907253407594719,0.0,0.8382608520961726,False
97,0.6666666666666666,0.25,0.434193156443017,0.050387596899224806,0.8256572431178051,False
98,1.0,1.0,0.32825951151166505,0.0,0.8812145110151306,False
99,1.0,1.0,0.32825951151166505,0.0,0.854063586149412,False
100,0.3333333333333333,0.1111111111111111,0.29117111095138853,0.031007751937984496,0.8283467957412052,False
101,0.6666666666666666,0.14444444444444443,0.16801501756633153,0.0,0.8163164355749358,False
102,1.0,1.0,0.6767113591798607,0.16666666666666666,0.8746325286118868,False
103,1.0,0.7142857142857143,0.5256058327362608,0.16666666666666666,0.7951738389996176,False
104,0.6666666666666666,0.2222222222222222,0.18827466842913443,0.1111111111111111,0.7532426055787104,False
105,1.0,0.3611111111111111,0.17087070834469054,0.0,0.789828876431583,False
106,1.0,0.5666666666666667,0.2917291861347002,0.08333333333333333,0.8018131067182189,False
107,1.0,0.8333333333333334,0.3256006109775538,0.05555555555555555,0.8266550518140132,False
108,0.6666666666666666,0.39999999999999997,0.18482297918631152,0.05555555555555555,0.8471182075453586,False
109,1.0,0.7777777777777777,0.49141115659867385,0.05769230769230769,0.8185761602147167,False
110,0.6666666666666666,0.3333333333333333,0.34223382354281284,0.038461538461538464,0.8318659959256035,False
111,1.0,0.48148148148148145,0.4083452791401883,0.05128205128205129,0.7887239265970737,False
112,1.0,1.0,0.4001565076261395,0.025641025641025644,0.8143950503887926,False
113,1.0,1.0,0.43532416921585404,0.038461538461538464,0.8920692147069339,False
114,0.6666666666666666,0.10317460317460318,0.2685690832852852,0.17777777777777778,0.8060822612929353,False
115,1.0,0.3333333333333333,0.3079172715156177,0.15555555555555556,0.8618427436844032,False
116,0.6666666666666666,0.5,0.4232317717690892,0.26666666666666666,0.848360134772936,False
117,1.0,0.7333333333333334,0.341198789854646,0.08888888888888889,0.8482269929569087,False
118,1.0,1.0,0.4963722580324443,0.19999999999999998,0.8770365981822673,False
119,1.0,1.0,1.0,0.0,0.7997541677255255,False
120,1.0,0.7037037037037037,0.29482201403853153,0.037037037037037035,0.8188630724073936,False
121,0.3333333333333333,0.037037037037037035,0.09844855700414619,0.1111111111111111,0.8332288266889508,False
122,0.6666666666666666,0.25,0.16401870832046564,0.07407407407407407,0.8283791786999414,False
123,0.3333333333333333,0.16666666666666666,0.10594032941000196,0.037037037037037035,0.8344245267479086,False
124,1.0,0.7777777777777777,0.30064919756796615,0.0,0.8214239829613385,False
125,1.0,1.0,0.5125365521232151,0.23809523809523805,0.8836226428056716,False
126,0.6666666666666666,0.6666666666666666,0.2952043492637282,0.047619047619047616,0.8372534259664238,False
127,1.0,0.24206349206349206,0.1888888554221381,0.047619047619047616,0.8738495119389178,False
128,1.0,0.8333333333333334,0.6666666666666666,0.0,0.8729307337940457,False
129,1.0,0.6666666666666666,0.5731457999014647,0.0,0.8561130873339793,False
130,1.0,0.6666666666666666,0.49853933343828666,0.10526315789473684,0.8506577451068401,False
131,1.0,0.75,0.6007573133651477,0.13157894736842105,0.86351765757039,False
132,1.0,0.25,0.4377627358920886,0.08771929824561403,0.89820905935827,False
133,1.0,0.6666666666666666,0.499308973045088,0.08771929824561403,0.8545094575843889,False
134,1.0,0.38888888888888884,0.5047586390658795,0.08771929824561403,0.8512039930153952,False
135,1.0,0.44761904761904764,0.4358880197473261,0.0,0.8838734099820481,False
136,1.0,0.24206349206349206,0.3521158754849187,0.2222222222222222,0.8393425413142865,False
137,1.0,1.0,0.5570532949034633,0.2777777777777778,0.8084271280380512,False
138,1.0,0.7142857142857143,0.34239290589423677,0.1111111111111111,0.8543422992790662,False
139,1.0,1.0,0.6664470225875466,0.4166666666666667,0.8910706573785155,False
140,1.0,0.7083333333333334,0.4800940825059478,0.3055555555555556,0.8290163098211987,False
141,1.0,1.0,0.6891401932057755,0.35555555555555557,0.8680336231333093,False
142,1.0,1.0,0.4096155751531369,0.11111111111111112,0.8349451584658519,False
143,1.0,0.5333333333333333,0.5986747465383404,0.37777777777777777,0.8473263207401196,False
144,1.0,1.0,0.6226455934492704,0.2888888888888889,0.7921240636664324,False
145,1.0,0.3111111111111111,0.5337340515139595,0.3111111111111111,0.8535304189550531,False
146,1.0,0.5416666666666666,0.4556305852457105,0.16666666666666666,0.8679648537632173,False
147,1.0,1.0,0.7670120102316171,0.5,0.8848324434939444,False
148,1.0,1.0,0.8543316908137305,0.6666666666666666,0.8393496784571339,False
149,1.0,1.0,0.9300323389898275,1.0,0.8697502557132445,False
150,1.0,0.7037037037037037,0.6323603226737667,0.08585858585858586,0.8259668894892211,False
